event_id,user_id,age_group,gender,device_type,os,content_type,content_genre,watch_duration_minutes,session_start_hour,ad_exposure_count,ad_skipped,subscription_type,network_type,buffering_events,rating_given,timestamp
39540,6530,45-54,Male,Mobile,Windows,TV Show,Documentary,49.34,10,1,0,Ad-supported,WiFi,1,4,29-06-2025 10:10
39541,2088,35-44,Male,Mobile,Linux,Live Sports,Sports,133.97,18,2,0,Free,4G,0,3,21-05-2025 07:42
39542,18278,35-44,Female,Tablet,Android,Kids,Sports,38.97,14,3,0,Free,5G,0,1,05-01-2025 02:34
39543,17228,25-34,Male,Tablet,Windows,News,Drama,44.38,8,0,0,Premium,4G,1,5,03-06-2025 19:43
39544,7710,55+,Male,Mobile,Windows,TV Show,Romance,5.7,19,0,0,Premium,5G,0,4,19-01-2025 18:16
39545,11282,25-34,Female,Tablet,macOS,News,Thriller,30.97,6,2,0,Ad-supported,WiFi,0,1,05-01-2025 07:46
39546,4215,18-24,Female,Laptop,macOS,TV Show,Action,45.72,22,3,0,Free,WiFi,0,4,18-03-2025 22:21
39547,6653,55+,Male,Laptop,iOS,TV Show,Comedy,19.39,21,0,0,Premium,Broadband,1,3,19-05-2025 17:54
39548,4899,35-44,Male,Tablet,Android,News,Documentary,8.78,21,3,0,Ad-supported,WiFi,0,1,15-06-2025 08:49
39549,11260,35-44,Female,Mobile,iOS,Live Sports,Romance,5.83,18,1,1,Free,5G,0,3,15-01-2025 06:48
39550,7420,18-24,Male,Tablet,iOS,TV Show,Documentary,6.06,3,5,1,Ad-supported,4G,0,4,27-05-2025 19:20
39551,18763,35-44,Male,Laptop,iOS,Kids,Romance,72.15,20,4,1,Ad-supported,Broadband,0,2,21-04-2025 16:45
39552,17660,25-34,Female,Mobile,Android,TV Show,Romance,141.25,6,3,0,Free,4G,0,1,18-02-2025 11:27
39553,7899,45-54,Male,Laptop,Windows,Movie,Romance,4.36,11,2,1,Ad-supported,Broadband,0,3,09-02-2025 11:54
39554,9617,25-34,Female,Laptop,Windows,Movie,Documentary,19.27,8,1,1,Free,WiFi,0,2,23-03-2025 13:16
39555,6944,55+,Female,Smart TV,Linux,Movie,Sports,18.16,14,0,0,Premium,4G,1,4,15-01-2025 08:01
39556,6769,25-34,Male,Laptop,Android,Movie,Drama,30.08,8,2,1,Ad-supported,WiFi,0,4,04-06-2025 21:23
39557,2051,45-54,Male,Laptop,Windows,News,Thriller,36.12,16,1,0,Free,5G,0,5,30-01-2025 10:19
39558,17122,25-34,Female,Tablet,Windows,Live Sports,Drama,10.99,11,2,1,Free,5G,0,4,10-04-2025 21:17
39559,2986,25-34,Female,Smart TV,macOS,Movie,Documentary,8.95,3,0,0,Free,4G,0,1,13-02-2025 21:25
39560,2686,45-54,Male,Smart TV,Linux,Movie,Documentary,18.48,20,4,0,Ad-supported,5G,2,3,19-02-2025 09:45
39561,4207,35-44,Female,Mobile,Windows,Movie,Action,14.88,6,4,0,Ad-supported,WiFi,0,4,01-05-2025 09:15
39562,14601,18-24,Female,Tablet,macOS,TV Show,Comedy,32.39,7,1,0,Free,5G,0,5,13-01-2025 16:26
39563,8810,25-34,Female,Mobile,Windows,Movie,Documentary,30.42,21,3,0,Free,WiFi,0,2,17-04-2025 10:53
39564,17863,35-44,Female,Mobile,macOS,News,Documentary,1.41,21,3,0,Ad-supported,Broadband,1,4,08-05-2025 01:02
39565,19402,35-44,Male,Mobile,Windows,TV Show,Comedy,23.61,21,1,1,Free,5G,0,5,06-04-2025 05:13
39566,1735,55+,Other,Laptop,Android,News,Documentary,7.06,19,3,1,Premium,4G,0,4,06-04-2025 00:46
39567,4850,Other,Female,Tablet,iOS,TV Show,Documentary,21.05,6,3,1,Ad-supported,Broadband,0,5,13-03-2025 09:44
39568,18770,35-44,Male,Tablet,Android,Live Sports,Drama,52.13,18,1,0,Free,5G,1,2,11-05-2025 15:12
39569,5936,45-54,Female,Laptop,Windows,Movie,Action,47.01,3,2,0,Premium,WiFi,0,3,08-01-2025 18:35
39570,684,45-54,Male,Mobile,Windows,TV Show,Thriller,102.11,6,0,0,Premium,Broadband,0,3,01-06-2025 14:06
39571,19133,25-34,Female,Laptop,Linux,Kids,Romance,30.08,1,2,0,Free,Broadband,0,4,10-05-2025 12:55
39572,4718,35-44,Female,Tablet,macOS,News,Thriller,20.81,20,3,0,Ad-supported,4G,0,2,30-05-2025 23:36
39573,11111,35-44,Male,Mobile,Android,Live Sports,Sports,2.23,2,1,0,Premium,5G,0,3,10-02-2025 09:41
39574,9165,18-24,Male,Mobile,iOS,Live Sports,Drama,8.44,21,3,0,Ad-supported,5G,0,4,29-03-2025 10:24
39575,15495,45-54,Male,Tablet,Android,Live Sports,Thriller,8.2,4,1,1,Ad-supported,4G,2,2,20-04-2025 19:19
39576,14393,55+,Female,Tablet,Android,News,Comedy,190.7,18,3,0,Ad-supported,Broadband,0,2,09-01-2025 05:12
39577,2245,55+,Female,Smart TV,iOS,Live Sports,Documentary,12.7,9,4,0,Ad-supported,WiFi,0,1,08-02-2025 11:29
39578,17950,18-24,Male,Mobile,Android,Kids,Sports,53.56,10,0,0,Ad-supported,WiFi,1,5,23-01-2025 03:44
39579,5238,25-34,Male,Laptop,Android,TV Show,Romance,24.77,8,1,0,Premium,Broadband,0,3,28-06-2025 00:26
39580,16191,18-24,Female,Mobile,Windows,News,Drama,6.12,4,6,0,Ad-supported,WiFi,0,4,04-03-2025 11:28
39581,17191,55+,Female,Mobile,iOS,Live Sports,Documentary,9,4,0,0,Premium,4G,0,3,16-06-2025 17:48
39582,19105,55+,Male,Laptop,Linux,News,Documentary,24.79,7,0,0,Premium,WiFi,0,2,11-06-2025 14:22
39583,917,35-44,Female,Mobile,Android,Kids,Comedy,31.04,3,0,0,Free,Broadband,0,5,07-02-2025 18:10
39584,8279,25-34,Male,Laptop,Linux,TV Show,Comedy,2.65,6,1,0,Free,4G,0,3,03-06-2025 12:39
39585,18950,25-34,Male,Laptop,macOS,News,Drama,22.67,20,4,0,Ad-supported,4G,0,2,11-05-2025 18:28
39586,4196,18-24,Female,Tablet,macOS,Movie,Drama,2.1,19,0,0,Free,5G,2,4,03-03-2025 21:00
39587,1421,18-24,Male,Mobile,Windows,Kids,Drama,6.53,11,5,0,Ad-supported,Broadband,0,4,02-04-2025 02:32
39588,302,35-44,Male,Laptop,macOS,News,Romance,16.79,8,2,1,Free,WiFi,0,2,20-02-2025 04:23
39589,15509,25-34,Male,Tablet,Android,News,Drama,28.97,12,5,1,Ad-supported,Broadband,0,2,26-02-2025 15:51
39590,9501,25-34,Female,Smart TV,Linux,TV Show,Romance,14.17,19,0,0,Premium,5G,1,1,13-05-2025 17:53
39591,8799,35-44,Male,Smart TV,iOS,TV Show,Sports,21.67,17,0,0,Ad-supported,5G,2,3,18-03-2025 12:30
39592,14545,18-24,Female,Laptop,macOS,TV Show,Documentary,6.63,9,4,0,Free,WiFi,0,5,02-04-2025 13:36
39593,10538,18-24,Female,Laptop,iOS,TV Show,Comedy,24.79,0,1,1,Ad-supported,Broadband,2,1,04-01-2025 12:58
39594,4858,18-24,Male,Tablet,macOS,Kids,Drama,33.58,7,0,0,Premium,Broadband,2,4,16-01-2025 06:37
39595,18744,25-34,Female,Mobile,Windows,Movie,Sports,31.65,9,2,0,Free,5G,0,2,22-03-2025 02:55
39596,8491,18-24,Male,Laptop,Android,Live Sports,Romance,42.23,8,2,0,Free,5G,0,3,14-02-2025 20:00
39597,5288,18-24,Male,Set-top Box,Android,Live Sports,Drama,11.11,20,1,1,Free,Broadband,1,4,29-06-2025 15:00
39598,12674,45-54,Female,Laptop,Windows,Live Sports,Romance,22.38,11,9,1,Ad-supported,5G,0,3,19-01-2025 11:04
39599,6532,35-44,Female,Mobile,macOS,Live Sports,Comedy,23.71,7,3,1,Ad-supported,Broadband,2,3,28-04-2025 04:37
39600,18980,25-34,Female,Laptop,Linux,News,Sports,30.63,9,3,0,Free,Broadband,0,2,12-03-2025 02:27
39601,14991,35-44,Male,Smart TV,Windows,Live Sports,Sports,4.33,8,1,0,Premium,WiFi,1,4,28-06-2025 15:06
39602,4067,45-54,Male,Laptop,macOS,Kids,Sports,22.32,10,2,0,Free,5G,1,4,04-03-2025 13:32
39603,19167,45-54,Female,Tablet,Android,Movie,Romance,17.34,20,0,0,Free,5G,1,1,27-04-2025 05:38
39604,11833,25-34,Male,Set-top Box,macOS,Movie,Thriller,4.45,18,1,1,Free,WiFi,1,4,02-04-2025 15:00
39605,6034,45-54,Female,Smart TV,Linux,Live Sports,Drama,26.54,18,2,1,Premium,Broadband,0,4,10-05-2025 14:38
39606,17951,35-44,Female,Mobile,iOS,Movie,Sports,4.35,21,4,0,Free,4G,0,4,03-05-2025 01:14
39607,18138,35-44,Male,Laptop,iOS,Live Sports,Sports,35.75,0,2,1,Ad-supported,Broadband,2,4,28-01-2025 14:40
39608,2667,35-44,Male,Tablet,iOS,TV Show,Comedy,5.94,8,3,0,Free,4G,0,5,30-05-2025 12:26
39609,17753,18-24,Female,Laptop,iOS,Kids,Thriller,34.65,7,3,1,Free,WiFi,0,2,09-03-2025 23:03
39610,3645,18-24,Male,Mobile,macOS,Kids,Thriller,37.99,8,1,0,Free,5G,0,3,30-03-2025 06:14
39611,19451,45-54,Male,Mobile,iOS,News,Romance,84.65,20,3,0,Ad-supported,WiFi,0,2,08-04-2025 05:34
39612,355,18-24,Other,Tablet,macOS,Live Sports,Comedy,111.49,23,2,1,Free,Broadband,0,5,25-06-2025 09:11
39613,9817,45-54,Male,Tablet,Android,Live Sports,Action,106.36,17,0,0,Premium,5G,0,,04-01-2025 03:46
39614,13303,35-44,Male,Smart TV,Android,Kids,Sports,12.93,5,1,1,Premium,5G,1,3,17-05-2025 18:13
39615,11274,35-44,Male,Tablet,Android,TV Show,Comedy,63.76,4,1,0,Free,WiFi,0,3,02-02-2025 09:47
39616,8112,55+,Other,Tablet,macOS,News,Thriller,76,18,3,0,Free,4G,1,4,01-02-2025 04:20
39617,12212,18-24,Female,Tablet,Linux,TV Show,Action,20.21,21,1,0,Free,WiFi,1,3,17-03-2025 04:25
39618,8211,35-44,Male,Mobile,Android,Live Sports,Comedy,7.37,4,1,0,Free,4G,1,2,11-05-2025 04:43
39619,9976,45-54,Female,Tablet,iOS,News,Comedy,72.49,7,3,0,Ad-supported,5G,0,3,31-03-2025 12:44
39620,17181,18-24,Female,Set-top Box,Android,TV Show,Thriller,55.45,21,1,0,Free,4G,0,4,18-06-2025 17:12
39621,6964,45-54,Female,Tablet,Windows,Kids,Documentary,2.65,18,1,1,Free,Broadband,0,3,20-02-2025 19:10
39622,19156,25-34,Male,Tablet,Windows,Movie,Thriller,45.6,1,2,1,Free,WiFi,0,1,09-06-2025 12:19
39623,12801,55+,Female,Smart TV,macOS,Kids,Comedy,34.6,5,0,0,Premium,4G,2,3,20-02-2025 20:41
39624,11221,35-44,Male,Laptop,macOS,News,Drama,3.71,9,1,1,Free,5G,0,3,27-02-2025 06:39
39625,17418,45-54,Male,Mobile,Windows,Kids,Romance,14.54,1,1,0,Free,Broadband,2,3,23-02-2025 22:11
39626,5843,18-24,Male,Mobile,Android,Kids,Romance,53.53,6,4,0,Free,4G,1,4,19-06-2025 10:19
39627,19685,18-24,Male,Tablet,Linux,TV Show,Drama,22.64,7,5,0,Ad-supported,Broadband,0,2,15-02-2025 00:13
39628,8029,25-34,Female,Mobile,Windows,News,Sports,0,1,4,0,Ad-supported,4G,0,3,12-03-2025 14:26
39629,16556,18-24,Female,Laptop,Windows,Kids,Thriller,34.37,8,1,0,Free,Broadband,0,4,27-05-2025 06:09
39630,11825,35-44,Female,Mobile,Linux,News,Romance,11.02,18,4,0,Ad-supported,4G,0,3,02-04-2025 12:36
39631,4506,25-34,Male,Mobile,Windows,Live Sports,Action,18.83,9,1,0,Free,WiFi,0,1,10-02-2025 16:38
39632,13422,18-24,Male,Laptop,Linux,TV Show,Sports,9.84,22,1,0,Ad-supported,Broadband,0,4,28-01-2025 18:59
39633,18105,25-34,Female,Mobile,macOS,Kids,Sports,40.58,20,2,1,Free,WiFi,1,3,19-02-2025 03:54
39634,19916,45-54,Male,Tablet,iOS,News,Romance,12.81,20,1,0,Premium,WiFi,0,2,17-06-2025 23:23
39635,17423,25-34,Male,Tablet,macOS,Kids,Sports,63.93,1,1,1,Ad-supported,4G,1,3,06-02-2025 20:50
39636,1461,45-54,Female,Smart TV,Android,News,Documentary,28.49,8,6,1,Ad-supported,Broadband,1,4,30-01-2025 10:35
39637,4615,45-54,Male,Tablet,Android,News,Comedy,44.45,6,2,0,Free,5G,0,4,14-01-2025 08:36
39638,3538,18-24,Male,Tablet,Windows,TV Show,Thriller,38.82,7,1,0,Premium,5G,1,1,16-01-2025 09:10
39639,8218,18-24,Female,Smart TV,Linux,Kids,Romance,63.67,18,2,0,Free,5G,1,5,01-06-2025 17:11
39640,9537,18-24,Female,Smart TV,iOS,News,Thriller,8.51,7,2,0,Free,5G,0,3,01-06-2025 22:56
39641,3352,35-44,Male,Laptop,macOS,Live Sports,Action,55.38,18,2,1,Free,5G,0,1,03-03-2025 02:16
39642,10641,18-24,Female,Tablet,macOS,Kids,Documentary,36.47,20,2,0,Free,5G,2,4,29-01-2025 06:02
39643,9102,18-24,Female,Tablet,Windows,TV Show,Romance,29.35,9,1,0,Free,WiFi,0,4,22-06-2025 01:48
39644,18480,Other,Male,Tablet,Windows,News,Documentary,7.71,9,5,0,Ad-supported,Broadband,0,4,03-05-2025 02:27
39645,19493,25-34,Female,Tablet,iOS,TV Show,Sports,100.39,19,1,0,Free,WiFi,1,5,19-04-2025 21:05
39646,3884,18-24,Female,Mobile,macOS,News,Comedy,29.74,18,1,0,Free,Broadband,3,3,13-04-2025 03:02
39647,1283,35-44,Other,Laptop,Linux,TV Show,Thriller,30.36,20,0,0,Premium,5G,1,5,21-05-2025 14:18
39648,1908,25-34,Female,Laptop,Android,Kids,Romance,57.33,19,0,0,Free,5G,4,3,23-05-2025 03:21
39649,2437,25-34,Female,Tablet,Android,Movie,Romance,7.77,6,2,1,Ad-supported,Broadband,0,5,03-05-2025 02:22
39650,16497,45-54,Female,Mobile,Android,Live Sports,Thriller,102.42,9,2,0,Free,WiFi,1,4,27-02-2025 11:43
39651,15707,25-34,Male,Tablet,macOS,Kids,Drama,7.83,0,2,0,Free,4G,0,5,30-01-2025 10:10
39652,5284,45-54,Female,Mobile,Android,Kids,Romance,3.13,18,3,0,Ad-supported,4G,0,2,10-03-2025 09:05
39653,8273,45-54,Female,Mobile,Linux,Kids,Comedy,89,19,6,0,Ad-supported,4G,0,4,19-02-2025 06:43
39654,1529,18-24,Female,Mobile,Windows,Kids,Thriller,13.05,18,1,0,Premium,4G,0,4,10-02-2025 05:27
39655,5613,25-34,Other,Smart TV,iOS,TV Show,Thriller,4.77,6,3,1,Ad-supported,4G,1,3,04-04-2025 11:23
39656,10608,35-44,Male,Mobile,Linux,TV Show,Sports,8.42,19,6,0,Ad-supported,Broadband,2,3,02-04-2025 17:03
39657,934,45-54,Male,Laptop,macOS,Live Sports,Comedy,33.21,21,2,1,Free,Broadband,1,4,27-02-2025 16:12
39658,16895,25-34,Male,Mobile,Linux,TV Show,Sports,13.51,6,0,0,Free,4G,0,4,06-05-2025 09:32
39659,15913,55+,Male,Mobile,iOS,Kids,Sports,42,6,0,0,Ad-supported,4G,1,2,26-02-2025 08:14
39660,1630,35-44,Female,Tablet,macOS,Kids,Romance,10.41,17,1,0,Free,WiFi,0,5,30-03-2025 12:51
39661,14117,18-24,Female,Tablet,Android,Movie,Drama,72.57,9,1,1,Free,Broadband,1,3,07-05-2025 06:42
39662,78,45-54,Female,Laptop,Android,Kids,Romance,42.18,9,0,0,Premium,WiFi,2,4,10-06-2025 05:33
39663,14550,18-24,Female,Smart TV,iOS,News,Thriller,6.67,18,4,0,Ad-supported,5G,1,3,22-04-2025 00:20
39664,5892,25-34,Male,Smart TV,macOS,Kids,Sports,19.24,7,3,0,Ad-supported,5G,0,2,07-06-2025 21:51
39665,310,35-44,Male,Tablet,iOS,News,Thriller,6.17,9,3,0,Free,4G,1,3,29-03-2025 10:18
39666,3657,35-44,Male,Tablet,Linux,TV Show,Thriller,18.49,7,3,1,Ad-supported,Broadband,0,2,04-05-2025 10:19
39667,13203,18-24,Female,Mobile,Windows,Kids,Sports,32.38,6,3,0,Ad-supported,WiFi,1,4,07-05-2025 05:25
39668,19545,18-24,Female,Laptop,Windows,News,Comedy,28.47,20,1,0,Free,4G,0,4,04-06-2025 02:29
39669,13866,18-24,Female,Laptop,macOS,Movie,Drama,5.26,8,3,1,Free,4G,0,4,22-04-2025 23:49
39670,5544,25-34,Female,Smart TV,Android,Live Sports,Romance,56.34,7,3,0,Ad-supported,4G,0,1,02-03-2025 08:52
39671,3108,55+,Male,Mobile,Linux,Movie,Drama,23.02,7,1,1,Free,Broadband,0,1,25-06-2025 04:00
39672,12037,25-34,Female,Tablet,Windows,Kids,Action,43,21,4,0,Ad-supported,WiFi,1,5,16-02-2025 01:58
39673,16392,25-34,Female,Laptop,macOS,Kids,Comedy,1.95,8,0,0,Free,4G,0,2,20-01-2025 10:12
39674,17231,18-24,Female,Tablet,macOS,Kids,Drama,1.62,8,3,1,Free,Broadband,1,4,25-03-2025 15:45
39675,17921,18-24,Female,Smart TV,Android,Kids,Action,3.22,22,3,0,Ad-supported,5G,1,4,28-05-2025 19:39
39676,13446,45-54,Male,Mobile,Windows,Movie,Romance,3.48,0,1,0,Ad-supported,Broadband,2,4,25-01-2025 19:30
39677,16060,35-44,Female,Smart TV,Android,Kids,Action,30.27,7,0,0,Premium,Broadband,2,2,13-03-2025 13:17
39678,17018,45-54,Male,Mobile,iOS,Live Sports,Comedy,20.44,18,1,1,Free,5G,0,5,26-05-2025 00:03
39679,5556,25-34,Male,Mobile,Linux,News,Drama,35.7,4,1,0,Free,4G,1,3,13-05-2025 14:45
39680,2954,35-44,Male,Smart TV,Linux,Movie,Drama,64.58,19,2,0,Premium,5G,1,1,25-01-2025 23:05
39681,963,25-34,Male,Tablet,Android,Live Sports,Romance,18.54,21,1,1,Free,5G,0,5,22-02-2025 02:33
39682,5051,55+,Female,Smart TV,Linux,TV Show,Thriller,46.42,5,2,0,Ad-supported,4G,1,4,24-01-2025 05:19
39683,13749,25-34,Female,Set-top Box,Linux,News,Sports,13.71,16,3,0,Free,5G,1,4,10-06-2025 09:42
39684,617,25-34,Female,Smart TV,Linux,Kids,Sports,31.32,6,0,0,Premium,Broadband,1,5,08-05-2025 19:25
39685,19299,55+,Male,Laptop,Windows,Kids,Thriller,28.62,0,1,0,Premium,5G,1,2,27-01-2025 16:47
39686,7212,35-44,Female,Laptop,Android,Kids,Thriller,0,20,3,0,Free,5G,1,2,14-02-2025 00:10
39687,7997,45-54,Male,Laptop,Windows,Live Sports,Drama,37.28,5,2,0,Free,Broadband,0,4,02-02-2025 11:22
39688,4628,35-44,Female,Smart TV,iOS,News,Documentary,32.37,23,2,0,Premium,WiFi,1,5,26-02-2025 02:44
39689,14275,45-54,Female,Mobile,Android,Live Sports,Comedy,35.38,18,4,0,Ad-supported,Broadband,1,1,02-06-2025 02:15
39690,19242,45-54,Female,Laptop,Android,Kids,Thriller,12.13,21,5,0,Ad-supported,5G,2,1,06-02-2025 10:16
39691,16687,25-34,Male,Tablet,Windows,TV Show,Thriller,83.68,21,1,0,Free,Broadband,0,3,09-02-2025 22:49
39692,2140,18-24,Other,Tablet,Android,Kids,Drama,7.38,21,0,0,Ad-supported,Broadband,0,4,18-03-2025 18:38
39693,11526,55+,Female,Laptop,macOS,Kids,Thriller,8.82,7,3,1,Free,WiFi,1,,01-01-2025 02:05
39694,6510,45-54,Female,Tablet,Linux,Movie,Thriller,36.41,8,1,0,Free,5G,0,1,27-06-2025 14:04
39695,6400,35-44,Male,Laptop,iOS,Kids,Documentary,34.17,6,3,0,Free,5G,0,4,25-03-2025 10:43
39696,2024,18-24,Female,Laptop,Android,TV Show,Comedy,26.82,10,2,0,Ad-supported,Broadband,0,,26-06-2025 23:55
39697,14644,18-24,Male,Smart TV,iOS,TV Show,Romance,37.53,23,3,0,Ad-supported,WiFi,1,4,07-03-2025 05:30
39698,8143,35-44,Male,Laptop,macOS,Movie,Romance,32.82,17,4,0,Ad-supported,Broadband,1,5,09-04-2025 02:01
39699,1307,35-44,Male,Tablet,iOS,TV Show,Sports,13.72,7,4,1,Free,4G,0,4,03-01-2025 22:20
39700,1092,18-24,Male,Mobile,Windows,TV Show,Comedy,10.7,4,1,0,Free,4G,0,2,11-02-2025 01:07
39701,12542,18-24,Male,Mobile,Windows,News,Romance,26.06,13,0,0,Free,4G,1,4,02-01-2025 01:13
39702,16144,25-34,Female,Smart TV,iOS,Movie,Sports,92.34,21,0,0,Free,WiFi,0,1,17-03-2025 20:12
39703,14091,35-44,Male,Mobile,Android,Live Sports,Romance,15.61,7,1,0,Free,WiFi,1,3,08-04-2025 06:09
39704,2431,25-34,Male,Tablet,Linux,Live Sports,Romance,16.2,22,1,1,Ad-supported,5G,1,4,27-01-2025 15:35
39705,7176,25-34,Male,Mobile,Windows,News,Romance,29.26,13,6,1,Ad-supported,4G,0,3,11-02-2025 17:09
39706,10181,18-24,Female,Mobile,Linux,Movie,Action,52.95,9,4,0,Ad-supported,Broadband,0,5,12-03-2025 02:43
39707,16571,25-34,Male,Laptop,Windows,Live Sports,Comedy,25.51,5,2,0,Ad-supported,5G,1,3,08-01-2025 06:31
39708,6317,18-24,Female,Smart TV,Linux,Movie,Comedy,20.93,7,3,0,Free,WiFi,3,5,21-04-2025 20:09
39709,16453,35-44,Female,Laptop,iOS,News,Sports,22.41,4,2,1,Ad-supported,WiFi,0,3,11-05-2025 21:37
39710,3230,25-34,Female,Laptop,Linux,Live Sports,Action,28.44,7,1,0,Free,WiFi,2,,22-02-2025 15:57
39711,3058,25-34,Male,Laptop,macOS,Movie,Sports,22.67,4,1,0,Free,4G,2,5,06-03-2025 05:59
39712,18638,35-44,Male,Laptop,Windows,News,Sports,9.09,19,3,0,Ad-supported,Broadband,0,4,05-04-2025 15:27
39713,14957,18-24,Male,Mobile,Windows,Kids,Thriller,4.5,17,4,0,Ad-supported,Broadband,1,3,07-02-2025 13:26
39714,9286,35-44,Male,Mobile,Windows,Live Sports,Sports,117.42,7,2,0,Ad-supported,WiFi,2,,01-06-2025 06:39
39715,13101,45-54,Female,Tablet,Android,Live Sports,Romance,7.05,8,1,1,Ad-supported,5G,2,3,24-05-2025 18:26
39716,15380,45-54,Female,Smart TV,iOS,Live Sports,Romance,60.41,7,0,0,Premium,WiFi,0,2,24-03-2025 22:50
39717,8514,25-34,Other,Tablet,Windows,News,Romance,19.8,8,2,0,Ad-supported,Broadband,0,4,14-02-2025 06:12
39718,858,35-44,Male,Smart TV,Windows,Movie,Drama,34.21,19,1,1,Free,Broadband,0,3,02-02-2025 11:26
39719,14069,35-44,Male,Tablet,macOS,News,Action,49.62,7,2,1,Free,4G,0,4,17-06-2025 10:38
39720,9073,35-44,Female,Mobile,Windows,Live Sports,Documentary,2.22,21,0,0,Free,Broadband,0,2,19-01-2025 04:49
39721,7346,25-34,Female,Mobile,Windows,Kids,Action,34.48,1,2,0,Free,4G,0,4,16-01-2025 13:06
39722,16770,18-24,Male,Tablet,Android,News,Action,39.6,21,1,1,Ad-supported,WiFi,1,4,05-06-2025 08:47
39723,15598,25-34,Other,Tablet,Windows,Kids,Comedy,35.23,12,1,1,Free,4G,1,3,05-05-2025 03:39
39724,2443,35-44,Female,Mobile,Android,Kids,Romance,75.59,20,0,0,Free,Broadband,0,4,08-03-2025 03:34
39725,19595,45-54,Female,Mobile,Windows,Kids,Documentary,13.91,16,4,1,Premium,5G,1,3,18-01-2025 07:02
39726,19154,18-24,Female,Smart TV,macOS,Live Sports,Action,52.85,20,1,0,Free,4G,0,2,09-02-2025 13:22
39727,7869,25-34,Female,Mobile,macOS,TV Show,Thriller,72.19,9,0,0,Free,Broadband,0,4,13-06-2025 01:17
39728,16608,18-24,Female,Laptop,Android,TV Show,Thriller,2.06,11,3,0,Ad-supported,Broadband,0,1,09-01-2025 03:10
39729,3768,45-54,Male,Tablet,Linux,TV Show,Romance,27.16,20,2,0,Free,Broadband,0,4,28-01-2025 02:54
39730,13009,18-24,Female,Mobile,Android,TV Show,Documentary,35.94,21,4,0,Ad-supported,WiFi,0,3,21-04-2025 13:55
39731,5706,25-34,Male,Mobile,macOS,Movie,Drama,10.78,11,4,1,Ad-supported,WiFi,0,5,31-03-2025 17:42
39732,18267,18-24,Female,Tablet,iOS,News,Comedy,20.15,7,1,1,Free,WiFi,0,4,17-02-2025 07:54
39733,19753,35-44,Female,Tablet,Linux,News,Romance,10.68,7,0,0,Free,Broadband,1,1,15-05-2025 09:53
39734,7396,25-34,Female,Mobile,Android,Movie,Thriller,8.26,22,2,0,Free,4G,1,5,13-03-2025 12:27
39735,726,35-44,Female,Tablet,Linux,TV Show,Drama,139.56,15,1,1,Free,Broadband,0,2,20-01-2025 20:06
39736,11057,25-34,Male,Mobile,Android,News,Documentary,40.33,18,1,1,Free,Broadband,2,2,23-03-2025 04:22
39737,19934,35-44,Other,Mobile,Android,Kids,Action,9.59,19,9,0,Ad-supported,5G,0,2,19-04-2025 06:50
39738,19814,35-44,Male,Laptop,Windows,Movie,Sports,53.32,14,2,1,Premium,Broadband,1,5,15-01-2025 12:21
39739,205,18-24,Female,Smart TV,Linux,Movie,Romance,3.7,20,0,0,Premium,Broadband,2,2,06-02-2025 20:29
39740,12206,25-34,Female,Mobile,Linux,Kids,Drama,51.08,19,3,0,Free,5G,0,4,23-05-2025 23:15
39741,15085,35-44,Female,Mobile,Windows,Kids,Action,3.24,1,2,1,Ad-supported,5G,1,4,21-03-2025 23:19
39742,1348,18-24,Female,Set-top Box,iOS,News,Drama,9.91,8,1,1,Free,5G,0,5,22-02-2025 10:59
39743,15940,Other,Other,Smart TV,Android,News,Romance,82.48,21,6,1,Ad-supported,5G,0,4,20-01-2025 15:17
39744,13841,18-24,Female,Laptop,Android,Live Sports,Comedy,0.93,3,0,0,Free,Broadband,1,2,30-03-2025 22:43
39745,4141,35-44,Female,Laptop,iOS,News,Romance,32.15,7,2,1,Premium,4G,1,1,13-05-2025 10:45
39746,15940,18-24,Female,Smart TV,iOS,News,Documentary,1.26,8,1,0,Free,WiFi,1,3,16-01-2025 01:17
39747,15013,25-34,Female,Mobile,Android,Movie,Thriller,16.21,8,0,0,Free,Broadband,0,2,23-02-2025 07:29
39748,13023,45-54,Other,Laptop,Android,Movie,Drama,11.24,9,4,1,Ad-supported,5G,0,3,07-03-2025 23:45
39749,2503,35-44,Female,Mobile,Windows,TV Show,Drama,66.68,20,5,0,Ad-supported,4G,0,1,19-03-2025 21:25
39750,11664,45-54,Female,Laptop,iOS,News,Action,14.76,21,2,0,Ad-supported,5G,0,3,01-01-2025 09:59
39751,19378,18-24,Female,Tablet,macOS,Live Sports,Comedy,28.22,8,3,0,Ad-supported,Broadband,0,3,28-01-2025 12:02
39752,5568,45-54,Female,Laptop,Windows,Kids,Sports,23.5,10,0,0,Premium,WiFi,0,3,07-05-2025 22:16
39753,5669,18-24,Female,Mobile,Windows,Movie,Sports,100.68,19,2,0,Free,4G,1,4,26-05-2025 13:31
39754,6602,25-34,Male,Mobile,macOS,Movie,Documentary,21.85,19,0,0,Free,5G,1,1,11-06-2025 13:34
39755,16172,55+,Female,Laptop,Linux,News,Documentary,58.27,20,4,0,Free,WiFi,0,5,04-05-2025 23:00
39756,3294,55+,Male,Tablet,Windows,Live Sports,Romance,33.1,12,5,0,Ad-supported,Broadband,0,2,10-04-2025 12:55
39757,3574,35-44,Male,Smart TV,iOS,News,Romance,125.28,3,0,0,Free,Broadband,0,4,08-02-2025 00:50
